img_path,mask_path,img_w,img_h,n_boxes
D:\Claude\datasets\jomarkow/images\hard_hat_workers374.png,D:\Claude\datasets\ppe_masks\hard_hat_workers374_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers375.png,D:\Claude\datasets\ppe_masks\hard_hat_workers375_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers376.png,D:\Claude\datasets\ppe_masks\hard_hat_workers376_mask.png,416,416,15
D:\Claude\datasets\jomarkow/images\hard_hat_workers377.png,D:\Claude\datasets\ppe_masks\hard_hat_workers377_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers378.png,D:\Claude\datasets\ppe_masks\hard_hat_workers378_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers379.png,D:\Claude\datasets\ppe_masks\hard_hat_workers379_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers38.png,D:\Claude\datasets\ppe_masks\hard_hat_workers38_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers380.png,D:\Claude\datasets\ppe_masks\hard_hat_workers380_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers381.png,D:\Claude\datasets\ppe_masks\hard_hat_workers381_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers382.png,D:\Claude\datasets\ppe_masks\hard_hat_workers382_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers383.png,D:\Claude\datasets\ppe_masks\hard_hat_workers383_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers384.png,D:\Claude\datasets\ppe_masks\hard_hat_workers384_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers385.png,D:\Claude\datasets\ppe_masks\hard_hat_workers385_mask.png,416,415,12
D:\Claude\datasets\jomarkow/images\hard_hat_workers386.png,D:\Claude\datasets\ppe_masks\hard_hat_workers386_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers387.png,D:\Claude\datasets\ppe_masks\hard_hat_workers387_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers388.png,D:\Claude\datasets\ppe_masks\hard_hat_workers388_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers389.png,D:\Claude\datasets\ppe_masks\hard_hat_workers389_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers39.png,D:\Claude\datasets\ppe_masks\hard_hat_workers39_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers390.png,D:\Claude\datasets\ppe_masks\hard_hat_workers390_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers391.png,D:\Claude\datasets\ppe_masks\hard_hat_workers391_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers392.png,D:\Claude\datasets\ppe_masks\hard_hat_workers392_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers393.png,D:\Claude\datasets\ppe_masks\hard_hat_workers393_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers394.png,D:\Claude\datasets\ppe_masks\hard_hat_workers394_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers395.png,D:\Claude\datasets\ppe_masks\hard_hat_workers395_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers396.png,D:\Claude\datasets\ppe_masks\hard_hat_workers396_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers397.png,D:\Claude\datasets\ppe_masks\hard_hat_workers397_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers398.png,D:\Claude\datasets\ppe_masks\hard_hat_workers398_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers399.png,D:\Claude\datasets\ppe_masks\hard_hat_workers399_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers4.png,D:\Claude\datasets\ppe_masks\hard_hat_workers4_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers40.png,D:\Claude\datasets\ppe_masks\hard_hat_workers40_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers400.png,D:\Claude\datasets\ppe_masks\hard_hat_workers400_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers401.png,D:\Claude\datasets\ppe_masks\hard_hat_workers401_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers402.png,D:\Claude\datasets\ppe_masks\hard_hat_workers402_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers403.png,D:\Claude\datasets\ppe_masks\hard_hat_workers403_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers404.png,D:\Claude\datasets\ppe_masks\hard_hat_workers404_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers405.png,D:\Claude\datasets\ppe_masks\hard_hat_workers405_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers406.png,D:\Claude\datasets\ppe_masks\hard_hat_workers406_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers407.png,D:\Claude\datasets\ppe_masks\hard_hat_workers407_mask.png,415,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers408.png,D:\Claude\datasets\ppe_masks\hard_hat_workers408_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers409.png,D:\Claude\datasets\ppe_masks\hard_hat_workers409_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers41.png,D:\Claude\datasets\ppe_masks\hard_hat_workers41_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers410.png,D:\Claude\datasets\ppe_masks\hard_hat_workers410_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers411.png,D:\Claude\datasets\ppe_masks\hard_hat_workers411_mask.png,415,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers412.png,D:\Claude\datasets\ppe_masks\hard_hat_workers412_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers413.png,D:\Claude\datasets\ppe_masks\hard_hat_workers413_mask.png,416,415,17
D:\Claude\datasets\jomarkow/images\hard_hat_workers414.png,D:\Claude\datasets\ppe_masks\hard_hat_workers414_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers415.png,D:\Claude\datasets\ppe_masks\hard_hat_workers415_mask.png,415,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers416.png,D:\Claude\datasets\ppe_masks\hard_hat_workers416_mask.png,416,415,13
D:\Claude\datasets\jomarkow/images\hard_hat_workers417.png,D:\Claude\datasets\ppe_masks\hard_hat_workers417_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers418.png,D:\Claude\datasets\ppe_masks\hard_hat_workers418_mask.png,416,415,15
D:\Claude\datasets\jomarkow/images\hard_hat_workers419.png,D:\Claude\datasets\ppe_masks\hard_hat_workers419_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers42.png,D:\Claude\datasets\ppe_masks\hard_hat_workers42_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers420.png,D:\Claude\datasets\ppe_masks\hard_hat_workers420_mask.png,416,415,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers421.png,D:\Claude\datasets\ppe_masks\hard_hat_workers421_mask.png,416,416,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers422.png,D:\Claude\datasets\ppe_masks\hard_hat_workers422_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers423.png,D:\Claude\datasets\ppe_masks\hard_hat_workers423_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers424.png,D:\Claude\datasets\ppe_masks\hard_hat_workers424_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers425.png,D:\Claude\datasets\ppe_masks\hard_hat_workers425_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers426.png,D:\Claude\datasets\ppe_masks\hard_hat_workers426_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers427.png,D:\Claude\datasets\ppe_masks\hard_hat_workers427_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers428.png,D:\Claude\datasets\ppe_masks\hard_hat_workers428_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers429.png,D:\Claude\datasets\ppe_masks\hard_hat_workers429_mask.png,416,415,22
D:\Claude\datasets\jomarkow/images\hard_hat_workers43.png,D:\Claude\datasets\ppe_masks\hard_hat_workers43_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers430.png,D:\Claude\datasets\ppe_masks\hard_hat_workers430_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers431.png,D:\Claude\datasets\ppe_masks\hard_hat_workers431_mask.png,416,415,11
D:\Claude\datasets\jomarkow/images\hard_hat_workers432.png,D:\Claude\datasets\ppe_masks\hard_hat_workers432_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers433.png,D:\Claude\datasets\ppe_masks\hard_hat_workers433_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers434.png,D:\Claude\datasets\ppe_masks\hard_hat_workers434_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers435.png,D:\Claude\datasets\ppe_masks\hard_hat_workers435_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers436.png,D:\Claude\datasets\ppe_masks\hard_hat_workers436_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers437.png,D:\Claude\datasets\ppe_masks\hard_hat_workers437_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers438.png,D:\Claude\datasets\ppe_masks\hard_hat_workers438_mask.png,415,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers439.png,D:\Claude\datasets\ppe_masks\hard_hat_workers439_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers44.png,D:\Claude\datasets\ppe_masks\hard_hat_workers44_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers440.png,D:\Claude\datasets\ppe_masks\hard_hat_workers440_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers441.png,D:\Claude\datasets\ppe_masks\hard_hat_workers441_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers442.png,D:\Claude\datasets\ppe_masks\hard_hat_workers442_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers443.png,D:\Claude\datasets\ppe_masks\hard_hat_workers443_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers444.png,D:\Claude\datasets\ppe_masks\hard_hat_workers444_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers445.png,D:\Claude\datasets\ppe_masks\hard_hat_workers445_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers446.png,D:\Claude\datasets\ppe_masks\hard_hat_workers446_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers447.png,D:\Claude\datasets\ppe_masks\hard_hat_workers447_mask.png,416,416,17
D:\Claude\datasets\jomarkow/images\hard_hat_workers448.png,D:\Claude\datasets\ppe_masks\hard_hat_workers448_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers449.png,D:\Claude\datasets\ppe_masks\hard_hat_workers449_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers45.png,D:\Claude\datasets\ppe_masks\hard_hat_workers45_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers450.png,D:\Claude\datasets\ppe_masks\hard_hat_workers450_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers451.png,D:\Claude\datasets\ppe_masks\hard_hat_workers451_mask.png,416,415,12
D:\Claude\datasets\jomarkow/images\hard_hat_workers452.png,D:\Claude\datasets\ppe_masks\hard_hat_workers452_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers453.png,D:\Claude\datasets\ppe_masks\hard_hat_workers453_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers454.png,D:\Claude\datasets\ppe_masks\hard_hat_workers454_mask.png,415,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers455.png,D:\Claude\datasets\ppe_masks\hard_hat_workers455_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers456.png,D:\Claude\datasets\ppe_masks\hard_hat_workers456_mask.png,415,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers457.png,D:\Claude\datasets\ppe_masks\hard_hat_workers457_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers458.png,D:\Claude\datasets\ppe_masks\hard_hat_workers458_mask.png,416,416,13
D:\Claude\datasets\jomarkow/images\hard_hat_workers459.png,D:\Claude\datasets\ppe_masks\hard_hat_workers459_mask.png,416,416,16
D:\Claude\datasets\jomarkow/images\hard_hat_workers46.png,D:\Claude\datasets\ppe_masks\hard_hat_workers46_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers460.png,D:\Claude\datasets\ppe_masks\hard_hat_workers460_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers461.png,D:\Claude\datasets\ppe_masks\hard_hat_workers461_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers462.png,D:\Claude\datasets\ppe_masks\hard_hat_workers462_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers463.png,D:\Claude\datasets\ppe_masks\hard_hat_workers463_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers464.png,D:\Claude\datasets\ppe_masks\hard_hat_workers464_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers465.png,D:\Claude\datasets\ppe_masks\hard_hat_workers465_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers466.png,D:\Claude\datasets\ppe_masks\hard_hat_workers466_mask.png,416,416,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers467.png,D:\Claude\datasets\ppe_masks\hard_hat_workers467_mask.png,416,416,18
D:\Claude\datasets\jomarkow/images\hard_hat_workers468.png,D:\Claude\datasets\ppe_masks\hard_hat_workers468_mask.png,416,415,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers469.png,D:\Claude\datasets\ppe_masks\hard_hat_workers469_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers47.png,D:\Claude\datasets\ppe_masks\hard_hat_workers47_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers470.png,D:\Claude\datasets\ppe_masks\hard_hat_workers470_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers471.png,D:\Claude\datasets\ppe_masks\hard_hat_workers471_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers472.png,D:\Claude\datasets\ppe_masks\hard_hat_workers472_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers473.png,D:\Claude\datasets\ppe_masks\hard_hat_workers473_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers474.png,D:\Claude\datasets\ppe_masks\hard_hat_workers474_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers475.png,D:\Claude\datasets\ppe_masks\hard_hat_workers475_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers476.png,D:\Claude\datasets\ppe_masks\hard_hat_workers476_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers477.png,D:\Claude\datasets\ppe_masks\hard_hat_workers477_mask.png,415,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers478.png,D:\Claude\datasets\ppe_masks\hard_hat_workers478_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers479.png,D:\Claude\datasets\ppe_masks\hard_hat_workers479_mask.png,416,416,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers48.png,D:\Claude\datasets\ppe_masks\hard_hat_workers48_mask.png,416,416,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers480.png,D:\Claude\datasets\ppe_masks\hard_hat_workers480_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers481.png,D:\Claude\datasets\ppe_masks\hard_hat_workers481_mask.png,416,415,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers482.png,D:\Claude\datasets\ppe_masks\hard_hat_workers482_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers483.png,D:\Claude\datasets\ppe_masks\hard_hat_workers483_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers484.png,D:\Claude\datasets\ppe_masks\hard_hat_workers484_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers485.png,D:\Claude\datasets\ppe_masks\hard_hat_workers485_mask.png,415,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers486.png,D:\Claude\datasets\ppe_masks\hard_hat_workers486_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers487.png,D:\Claude\datasets\ppe_masks\hard_hat_workers487_mask.png,415,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers488.png,D:\Claude\datasets\ppe_masks\hard_hat_workers488_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers489.png,D:\Claude\datasets\ppe_masks\hard_hat_workers489_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers49.png,D:\Claude\datasets\ppe_masks\hard_hat_workers49_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers490.png,D:\Claude\datasets\ppe_masks\hard_hat_workers490_mask.png,416,416,34
D:\Claude\datasets\jomarkow/images\hard_hat_workers491.png,D:\Claude\datasets\ppe_masks\hard_hat_workers491_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers492.png,D:\Claude\datasets\ppe_masks\hard_hat_workers492_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers493.png,D:\Claude\datasets\ppe_masks\hard_hat_workers493_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers494.png,D:\Claude\datasets\ppe_masks\hard_hat_workers494_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers495.png,D:\Claude\datasets\ppe_masks\hard_hat_workers495_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers496.png,D:\Claude\datasets\ppe_masks\hard_hat_workers496_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers497.png,D:\Claude\datasets\ppe_masks\hard_hat_workers497_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers498.png,D:\Claude\datasets\ppe_masks\hard_hat_workers498_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers499.png,D:\Claude\datasets\ppe_masks\hard_hat_workers499_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers5.png,D:\Claude\datasets\ppe_masks\hard_hat_workers5_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers50.png,D:\Claude\datasets\ppe_masks\hard_hat_workers50_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers500.png,D:\Claude\datasets\ppe_masks\hard_hat_workers500_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers501.png,D:\Claude\datasets\ppe_masks\hard_hat_workers501_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers502.png,D:\Claude\datasets\ppe_masks\hard_hat_workers502_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers503.png,D:\Claude\datasets\ppe_masks\hard_hat_workers503_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers504.png,D:\Claude\datasets\ppe_masks\hard_hat_workers504_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers505.png,D:\Claude\datasets\ppe_masks\hard_hat_workers505_mask.png,416,416,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers506.png,D:\Claude\datasets\ppe_masks\hard_hat_workers506_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers507.png,D:\Claude\datasets\ppe_masks\hard_hat_workers507_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers508.png,D:\Claude\datasets\ppe_masks\hard_hat_workers508_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers509.png,D:\Claude\datasets\ppe_masks\hard_hat_workers509_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers51.png,D:\Claude\datasets\ppe_masks\hard_hat_workers51_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers510.png,D:\Claude\datasets\ppe_masks\hard_hat_workers510_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers511.png,D:\Claude\datasets\ppe_masks\hard_hat_workers511_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers512.png,D:\Claude\datasets\ppe_masks\hard_hat_workers512_mask.png,415,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers513.png,D:\Claude\datasets\ppe_masks\hard_hat_workers513_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers514.png,D:\Claude\datasets\ppe_masks\hard_hat_workers514_mask.png,416,416,20
D:\Claude\datasets\jomarkow/images\hard_hat_workers515.png,D:\Claude\datasets\ppe_masks\hard_hat_workers515_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers516.png,D:\Claude\datasets\ppe_masks\hard_hat_workers516_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers517.png,D:\Claude\datasets\ppe_masks\hard_hat_workers517_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers518.png,D:\Claude\datasets\ppe_masks\hard_hat_workers518_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers519.png,D:\Claude\datasets\ppe_masks\hard_hat_workers519_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers52.png,D:\Claude\datasets\ppe_masks\hard_hat_workers52_mask.png,416,416,31
D:\Claude\datasets\jomarkow/images\hard_hat_workers520.png,D:\Claude\datasets\ppe_masks\hard_hat_workers520_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers521.png,D:\Claude\datasets\ppe_masks\hard_hat_workers521_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers522.png,D:\Claude\datasets\ppe_masks\hard_hat_workers522_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers523.png,D:\Claude\datasets\ppe_masks\hard_hat_workers523_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers524.png,D:\Claude\datasets\ppe_masks\hard_hat_workers524_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers525.png,D:\Claude\datasets\ppe_masks\hard_hat_workers525_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers526.png,D:\Claude\datasets\ppe_masks\hard_hat_workers526_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers527.png,D:\Claude\datasets\ppe_masks\hard_hat_workers527_mask.png,415,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers528.png,D:\Claude\datasets\ppe_masks\hard_hat_workers528_mask.png,416,415,13
D:\Claude\datasets\jomarkow/images\hard_hat_workers529.png,D:\Claude\datasets\ppe_masks\hard_hat_workers529_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers53.png,D:\Claude\datasets\ppe_masks\hard_hat_workers53_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers530.png,D:\Claude\datasets\ppe_masks\hard_hat_workers530_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers531.png,D:\Claude\datasets\ppe_masks\hard_hat_workers531_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers532.png,D:\Claude\datasets\ppe_masks\hard_hat_workers532_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers533.png,D:\Claude\datasets\ppe_masks\hard_hat_workers533_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers534.png,D:\Claude\datasets\ppe_masks\hard_hat_workers534_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers535.png,D:\Claude\datasets\ppe_masks\hard_hat_workers535_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers536.png,D:\Claude\datasets\ppe_masks\hard_hat_workers536_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers537.png,D:\Claude\datasets\ppe_masks\hard_hat_workers537_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers538.png,D:\Claude\datasets\ppe_masks\hard_hat_workers538_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers539.png,D:\Claude\datasets\ppe_masks\hard_hat_workers539_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers54.png,D:\Claude\datasets\ppe_masks\hard_hat_workers54_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers540.png,D:\Claude\datasets\ppe_masks\hard_hat_workers540_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers541.png,D:\Claude\datasets\ppe_masks\hard_hat_workers541_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers542.png,D:\Claude\datasets\ppe_masks\hard_hat_workers542_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers543.png,D:\Claude\datasets\ppe_masks\hard_hat_workers543_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers544.png,D:\Claude\datasets\ppe_masks\hard_hat_workers544_mask.png,416,415,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers545.png,D:\Claude\datasets\ppe_masks\hard_hat_workers545_mask.png,416,415,12
D:\Claude\datasets\jomarkow/images\hard_hat_workers546.png,D:\Claude\datasets\ppe_masks\hard_hat_workers546_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers547.png,D:\Claude\datasets\ppe_masks\hard_hat_workers547_mask.png,415,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers548.png,D:\Claude\datasets\ppe_masks\hard_hat_workers548_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers549.png,D:\Claude\datasets\ppe_masks\hard_hat_workers549_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers55.png,D:\Claude\datasets\ppe_masks\hard_hat_workers55_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers550.png,D:\Claude\datasets\ppe_masks\hard_hat_workers550_mask.png,415,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers551.png,D:\Claude\datasets\ppe_masks\hard_hat_workers551_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers552.png,D:\Claude\datasets\ppe_masks\hard_hat_workers552_mask.png,416,416,8
